rowid	id_loan	id_direct_loantaker	name_direct_loantaker	id_intermediate_parent_1	name_intermediate_parent_1	id_ultimate_parent	name_ultimate_parent	loan_size_outstanding	loan_size_outstanding_currency	loan_size_credit_limit	loan_size_credit_limit_currency	sector_classification_system	sector_classification_input_type	sector_classification_direct_loantaker	fi_type	flag_project_finance_loan	name_project	lei_direct_loantaker	isin_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
57	L57	C247	Yingli Green Energy Holding Co Ltd	NA	NA	UP85	Ecoware S.P.A.	382457	EUR	20533407	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP38	ultimate_parent	power	power	Ecoware S.P.A.	ecopetrol sa	0.8294191919191919	loanbook
58	L58	C246	Yingli Energy (China) Co Ltd	NA	NA	UP166	Kuopion Energia Oy	234905	EUR	19061385	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL51	direct_loantaker	power	power	Yingli Energy (China) Co Ltd	yingli energy (china) co ltd	1	loanbook
58	L58	C246	Yingli Energy (China) Co Ltd	NA	NA	UP166	Kuopion Energia Oy	234905	EUR	19061385	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP64	ultimate_parent	power	power	Kuopion Energia Oy	kuopion energia oy	1	loanbook
59	L59	C245	Yingjiang Nandihe Hydropower Co. Ltd.	NA	NA	UP169	Lakshmi Ring Travellers (Coimbatore) Ltd.	249753	EUR	19209513	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL50	direct_loantaker	power	power	Yingjiang Nandihe Hydropower Co. Ltd.	yingjiang nandihe hydropower co. ltd.	1	loanbook
59	L59	C245	Yingjiang Nandihe Hydropower Co. Ltd.	NA	NA	UP169	Lakshmi Ring Travellers (Coimbatore) Ltd.	249753	EUR	19209513	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP65	ultimate_parent	power	power	Lakshmi Ring Travellers (Coimbatore) Ltd.	lakshmi ring travellers (coimbatore) ltd.	1	loanbook
60	L60	C244	Yingjiang Mulong River Hydropower Exploitation Co., Ltd.	NA	NA	UP199	Oekostrom Ag	371321	EUR	20422311	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL49	direct_loantaker	power	power	Yingjiang Mulong River Hydropower Exploitation Co., Ltd.	yingjiang mulong river hydropower exploitation co., ltd.	1	loanbook
60	L60	C244	Yingjiang Mulong River Hydropower Exploitation Co., Ltd.	NA	NA	UP199	Oekostrom Ag	371321	EUR	20422311	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP74	ultimate_parent	power	power	Oekostrom Ag	oekostrom ag	1	loanbook
61	L61	C243	Yingjiang Mingyu Electric Power Development Co.,Ltd.	NA	NA	UP252	Sky Volt, Llc	405657	EUR	20764857	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL48	direct_loantaker	power	power	Yingjiang Mingyu Electric Power Development Co.,Ltd.	yingjiang mingyu electric power development co.,ltd.	1	loanbook
61	L61	C243	Yingjiang Mingyu Electric Power Development Co.,Ltd.	NA	NA	UP252	Sky Volt, Llc	405657	EUR	20764857	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP88	ultimate_parent	power	power	Sky Volt, Llc	sky volt, llc	1	loanbook
62	L62	C242	Yingjiang Mengyuan Electricity Development Co Ltd	NA	NA	UP13	Alands Vindkraft Ab	238617	EUR	19098417	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL47	direct_loantaker	power	power	Yingjiang Mengyuan Electricity Development Co Ltd	yingjiang mengyuan electricity development co ltd	1	loanbook
62	L62	C242	Yingjiang Mengyuan Electricity Development Co Ltd	NA	NA	UP13	Alands Vindkraft Ab	238617	EUR	19098417	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP5	ultimate_parent	power	power	Alands Vindkraft Ab	alands vindkraft ab	1	loanbook
63	L63	C241	Yingjiang Mengdian River Second Level Power Station Co Ltd.	NA	NA	UP221	Rosa Flora Ltd.	252537	EUR	19237287	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL46	direct_loantaker	power	power	Yingjiang Mengdian River Second Level Power Station Co Ltd.	yingjiang mengdian river second level power station co ltd.	1	loanbook
63	L63	C241	Yingjiang Mengdian River Second Level Power Station Co Ltd.	NA	NA	UP221	Rosa Flora Ltd.	252537	EUR	19237287	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP82	ultimate_parent	power	power	Rosa Flora Ltd.	rosa flora ltd.	1	loanbook
64	L64	C240	Yingjiang Longhui Co., Ltd.	NA	NA	UP261	St. Mary Home	376889	EUR	20477859	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL45	direct_loantaker	power	power	Yingjiang Longhui Co., Ltd.	yingjiang longhui co., ltd.	1	loanbook
64	L64	C240	Yingjiang Longhui Co., Ltd.	NA	NA	UP261	St. Mary Home	376889	EUR	20477859	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP92	ultimate_parent	power	power	St. Mary Home	st. mary home	1	loanbook
65	L65	C239	Yingjiang Hongfu Investment Co., Ltd.	NA	NA	UP76	Destilaria Alcidia S/A	399161	EUR	20700051	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL44	direct_loantaker	power	power	Yingjiang Hongfu Investment Co., Ltd.	yingjiang hongfu investment co., ltd.	1	loanbook
65	L65	C239	Yingjiang Hongfu Investment Co., Ltd.	NA	NA	UP76	Destilaria Alcidia S/A	399161	EUR	20700051	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP33	ultimate_parent	power	power	Destilaria Alcidia S/A	destilaria alcidia s/a	1	loanbook
66	L66	C238	Yingjiang County Mingliang Trading Co., Ltd.	NA	NA	UP131	Hydro Jet (Pvt) Ltd	251609	EUR	19228029	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL43	direct_loantaker	power	power	Yingjiang County Mingliang Trading Co., Ltd.	yingjiang county mingliang trading co., ltd.	1	loanbook
66	L66	C238	Yingjiang County Mingliang Trading Co., Ltd.	NA	NA	UP131	Hydro Jet (Pvt) Ltd	251609	EUR	19228029	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP51	ultimate_parent	power	power	Hydro Jet (Pvt) Ltd	hydro jet (pvt) ltd	1	loanbook
67	L67	C237	Yingjiang County Binglang River Hydroelectric Power Co., Ltd.	NA	NA	UP175	Maple Leaf Dairy, Inc.	264601	EUR	19357641	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL42	direct_loantaker	power	power	Yingjiang County Binglang River Hydroelectric Power Co., Ltd.	yingjiang county binglang river hydroelectric power co., ltd.	1	loanbook
67	L67	C237	Yingjiang County Binglang River Hydroelectric Power Co., Ltd.	NA	NA	UP175	Maple Leaf Dairy, Inc.	264601	EUR	19357641	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP67	ultimate_parent	power	power	Maple Leaf Dairy, Inc.	maple leaf dairy, inc.	1	loanbook
68	L68	C236	Yin Ech	NA	NA	UP86	Edison Mission Group Inc.	379673	EUR	20505633	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL41	direct_loantaker	power	power	Yin Ech	yin ech	1	loanbook
69	L69	C235	Yima Jinjiang Energy Comprehensive Utilisation Company Limited	NA	NA	UP241	Shah Foils Pvt Ltd	233977	EUR	19052127	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL40	direct_loantaker	power	power	Yima Jinjiang Energy Comprehensive Utilisation Company Limited	yima jinjiang energy comprehensive utilisation company limited	1	loanbook
69	L69	C235	Yima Jinjiang Energy Comprehensive Utilisation Company Limited	NA	NA	UP241	Shah Foils Pvt Ltd	233977	EUR	19052127	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP85	ultimate_parent	power	power	Shah Foils Pvt Ltd	shah foils pvt ltd	1	loanbook
70	L70	C234	Yiliang Dianneng Luoze River Basin Power Generation Limited	NA	NA	UP124	Hidroel. Coto Minero. S.A.	253465	EUR	19246545	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL39	direct_loantaker	power	power	Yiliang Dianneng Luoze River Basin Power Generation Limited	yiliang dianneng luoze river basin power generation limited	1	loanbook
70	L70	C234	Yiliang Dianneng Luoze River Basin Power Generation Limited	NA	NA	UP124	Hidroel. Coto Minero. S.A.	253465	EUR	19246545	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP50	ultimate_parent	power	power	Hidroel. Coto Minero. S.A.	hidroel. coto minero. s.a.	1	loanbook
71	L71	C233	Yildiz Enerji Elektrik Uretim A.S.	NA	NA	UP93	Epr Thetford Limited	271097	EUR	19422447	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL38	direct_loantaker	power	power	Yildiz Enerji Elektrik Uretim A.S.	yildiz enerji elektrik uretim a.s.	1	loanbook
71	L71	C233	Yildiz Enerji Elektrik Uretim A.S.	NA	NA	UP93	Epr Thetford Limited	271097	EUR	19422447	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP43	ultimate_parent	power	power	Epr Thetford Limited	epr thetford limited	1	loanbook
72	L72	C232	Yildirim Group	NA	NA	UP280	Tri Energy Co., Ltd.	380601	EUR	20514891	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL37	direct_loantaker	power	power	Yildirim Group	yildirim group	1	loanbook
73	L73	C231	Yildirim Energy Investments Inc	NA	NA	UP74	Dakota Magic Casino & Hotel	349977	EUR	20209377	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL36	direct_loantaker	power	power	Yildirim Energy Investments Inc	yildirim energy investments inc	1	loanbook
73	L73	C231	Yildirim Energy Investments Inc	NA	NA	UP74	Dakota Magic Casino & Hotel	349977	EUR	20209377	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP32	ultimate_parent	power	power	Dakota Magic Casino & Hotel	dakota magic casino & hotel	1	loanbook
74	L74	C230	Yilan Longyuan Huineng Wind Power Co., Ltd.	NA	NA	UP65	City Of Utsunomiya	254393	EUR	19255803	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL35	direct_loantaker	power	power	Yilan Longyuan Huineng Wind Power Co., Ltd.	yilan longyuan huineng wind power co., ltd.	1	loanbook
74	L74	C230	Yilan Longyuan Huineng Wind Power Co., Ltd.	NA	NA	UP65	City Of Utsunomiya	254393	EUR	19255803	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP26	ultimate_parent	power	power	City Of Utsunomiya	city of utsunomiya	1	loanbook
75	L75	C229	Yidu East Sunshine Industrial Development Co., Ltd.	NA	NA	UP216	Quest Energy Llc	277593	EUR	19487253	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL34	direct_loantaker	power	power	Yidu East Sunshine Industrial Development Co., Ltd.	yidu east sunshine industrial development co., ltd.	1	loanbook
75	L75	C229	Yidu East Sunshine Industrial Development Co., Ltd.	NA	NA	UP216	Quest Energy Llc	277593	EUR	19487253	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP80	ultimate_parent	power	power	Quest Energy Llc	quest energy llc	1	loanbook
76	L76	C228	Yichun Xinganling Wind Power Co., Ltd.	NA	NA	UP34	Biopower Systems Pty Ltd	399161	EUR	20700051	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL33	direct_loantaker	power	power	Yichun Xinganling Wind Power Co., Ltd.	yichun xinganling wind power co., ltd.	1	loanbook
76	L76	C228	Yichun Xinganling Wind Power Co., Ltd.	NA	NA	UP34	Biopower Systems Pty Ltd	399161	EUR	20700051	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP15	ultimate_parent	power	power	Biopower Systems Pty Ltd	biopower systems pty ltd	1	loanbook
77	L77	C146	Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd	NA	NA	UP272	Techint Compagnia Tecnica Internazionale Spa	404729	EUR	20755599	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL31	direct_loantaker	power	power	Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd	nanjing guodian nanjing automation new energy technology co ltd	1	loanbook
77	L77	C146	Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd	NA	NA	UP272	Techint Compagnia Tecnica Internazionale Spa	404729	EUR	20755599	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP96	ultimate_parent	power	power	Techint Compagnia Tecnica Internazionale Spa	techint compagnia tecnica internazionale spa	1	loanbook
78	L78	C145	Nanjing Gcl New Energy	NA	NA	UP21	Armada Kommunfastigheter Ab	257177	EUR	19283577	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL30	direct_loantaker	power	power	Nanjing Gcl New Energy	nanjing gcl new energy	1	loanbook
78	L78	C145	Nanjing Gcl New Energy	NA	NA	UP21	Armada Kommunfastigheter Ab	257177	EUR	19283577	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP9	ultimate_parent	power	power	Armada Kommunfastigheter Ab	armada kommunfastigheter ab	1	loanbook
79	L79	C144	Nanjing Chemical Industries Co Ltd	NA	NA	UP204	Parque De Generacion Aguaprieta Sapi De Cv	283161	EUR	19542801	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL29	direct_loantaker	power	power	Nanjing Chemical Industries Co Ltd	nanjing chemical industries co ltd	1	loanbook
79	L79	C144	Nanjing Chemical Industries Co Ltd	NA	NA	UP204	Parque De Generacion Aguaprieta Sapi De Cv	283161	EUR	19542801	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP77	ultimate_parent	power	power	Parque De Generacion Aguaprieta Sapi De Cv	parque de generacion aguaprieta sapi de cv	1	loanbook
80	L80	C143	Naniwa Energy Llc	NA	NA	UP151	Jp Jewellers	401017	EUR	20718567	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL28	direct_loantaker	power	power	Naniwa Energy Llc	naniwa energy llc	1	loanbook
80	L80	C143	Naniwa Energy Llc	NA	NA	UP151	Jp Jewellers	401017	EUR	20718567	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP57	ultimate_parent	power	power	Jp Jewellers	jp jewellers	1	loanbook
81	L81	C142	Nandi Roller Flour Mills Pvt. Ltd.	IP4	Nandi Roller Inc.	UP293	Vier Industry And Trade Mate Ltd	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL27	direct_loantaker	power	power	Nandi Roller Flour Mills Pvt. Ltd.	nandi roller flour mills pvt. ltd.	1	loanbook
81	L81	C142	Nandi Roller Flour Mills Pvt. Ltd.	IP4	Nandi Roller Inc.	UP293	Vier Industry And Trade Mate Ltd	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	IP12	intermediate_parent_1	power	power	Nandi Roller Inc.	naniwa energy llc	0.8012247474747476	loanbook
81	L81	C142	Nandi Roller Flour Mills Pvt. Ltd.	IP4	Nandi Roller Inc.	UP293	Vier Industry And Trade Mate Ltd	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	IP12	intermediate_parent_1	power	power	Nandi Roller Inc.	nandi roller flour mills pvt. ltd.	0.8508058608058608	loanbook
81	L81	C142	Nandi Roller Flour Mills Pvt. Ltd.	IP4	Nandi Roller Inc.	UP293	Vier Industry And Trade Mate Ltd	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP102	ultimate_parent	power	power	Vier Industry And Trade Mate Ltd	vier industry and trade mate ltd	1	loanbook
82	L82	C141	Nandhi Spinning Mills Private Limited	NA	NA	UP88	Elaqua Ag	260889	EUR	19320609	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL26	direct_loantaker	power	power	Nandhi Spinning Mills Private Limited	nandhi spinning mills private limited	1	loanbook
82	L82	C141	Nandhi Spinning Mills Private Limited	NA	NA	UP88	Elaqua Ag	260889	EUR	19320609	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP40	ultimate_parent	power	power	Elaqua Ag	elaqua ag	1	loanbook
83	L83	C140	Nandan Wind Energy Development	NA	NA	UP135	Innovent Sas	286873	EUR	19579833	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL25	direct_loantaker	power	power	Nandan Wind Energy Development	nandan wind energy development	1	loanbook
83	L83	C140	Nandan Wind Energy Development	NA	NA	UP135	Innovent Sas	286873	EUR	19579833	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP54	ultimate_parent	power	power	Innovent Sas	innovent sas	1	loanbook
84	L84	C139	Mom and Pop Family Business	IP8	Nanco Hosiery Mills	UP263	Standard Solar Inc	408441	EUR	20792631	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	IP11	intermediate_parent_1	power	power	Nanco Hosiery Mills	nanco hosiery mills	1	loanbook
84	L84	C139	Mom and Pop Family Business	IP8	Nanco Hosiery Mills	UP263	Standard Solar Inc	408441	EUR	20792631	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP93	ultimate_parent	power	power	Standard Solar Inc	standard solar inc	1	loanbook
85	L85	C138	Nanchong Electric Power Development Co., Ltd.	NA	NA	UP160	Kksk Sharira Wind	198713	EUR	18700323	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL24	direct_loantaker	power	power	Nanchong Electric Power Development Co., Ltd.	nanchong electric power development co., ltd.	1	loanbook
85	L85	C138	Nanchong Electric Power Development Co., Ltd.	NA	NA	UP160	Kksk Sharira Wind	198713	EUR	18700323	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP62	ultimate_parent	power	power	Kksk Sharira Wind	kksk sharira wind	1	loanbook
86	L86	C137	Nanaimo Forest Products Ltd.	NA	NA	UP1	Aba Hydropower Generation Co Ltd	263673	EUR	19348383	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL23	direct_loantaker	power	power	Nanaimo Forest Products Ltd.	nanaimo forest products ltd.	1	loanbook
86	L86	C137	Nanaimo Forest Products Ltd.	NA	NA	UP1	Aba Hydropower Generation Co Ltd	263673	EUR	19348383	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP1	ultimate_parent	power	power	Aba Hydropower Generation Co Ltd	aba hydropower generation co ltd	1	loanbook
87	L87	C136	Nana Layja Power Co. Ltd.	NA	NA	UP256	Song Ba Joint Stock Company	296153	EUR	19672413	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL22	direct_loantaker	power	power	Nana Layja Power Co. Ltd.	nana layja power co. ltd.	1	loanbook
87	L87	C136	Nana Layja Power Co. Ltd.	NA	NA	UP256	Song Ba Joint Stock Company	296153	EUR	19672413	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP89	ultimate_parent	power	power	Song Ba Joint Stock Company	song ba joint stock company	1	loanbook
88	L88	C135	Nampower	NA	NA	UP116	Guohua (Tongliao) Wind Power Co., Ltd.	409369	EUR	20801889	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL21	direct_loantaker	power	power	Nampower	nampower	1	loanbook
88	L88	C135	Nampower	NA	NA	UP116	Guohua (Tongliao) Wind Power Co., Ltd.	409369	EUR	20801889	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP48	ultimate_parent	power	power	Guohua (Tongliao) Wind Power Co., Ltd.	guohua (tongliao) wind power co., ltd.	1	loanbook
89	L89	C134	Nammo Liab Ab	NA	NA	UP300	Warmeverbundkraftwerk Freiburg Gmbh	235833	EUR	19070643	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL20	direct_loantaker	power	power	Nammo Liab Ab	nammo liab ab	1	loanbook
89	L89	C134	Nammo Liab Ab	NA	NA	UP300	Warmeverbundkraftwerk Freiburg Gmbh	235833	EUR	19070643	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP105	ultimate_parent	power	power	Warmeverbundkraftwerk Freiburg Gmbh	warmeverbundkraftwerk freiburg gmbh	1	loanbook
90	L90	C133	Namhae Energy	NA	NA	UP312	Zhejiang Electric Power Industry Bureau	314713	EUR	19857573	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL19	direct_loantaker	power	power	Namhae Energy	namhae energy	1	loanbook
90	L90	C133	Namhae Energy	NA	NA	UP312	Zhejiang Electric Power Industry Bureau	314713	EUR	19857573	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP107	ultimate_parent	power	power	Zhejiang Electric Power Industry Bureau	zhejiang electric power industry bureau	1	loanbook
91	L91	C132	Namgis First Nation	NA	NA	UP141	Jericho Rise Wind Farm, Llc	395449	EUR	20663019	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL18	direct_loantaker	power	power	Namgis First Nation	namgis first nation	1	loanbook
91	L91	C132	Namgis First Nation	NA	NA	UP141	Jericho Rise Wind Farm, Llc	395449	EUR	20663019	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP56	ultimate_parent	power	power	Jericho Rise Wind Farm, Llc	jericho rise wind farm, llc	1	loanbook
92	L92	C131	Nama Holding Company Saoc	NA	NA	UP214	Power Electronics Ltd.	241401	EUR	19126191	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL17	direct_loantaker	power	power	Nama Holding Company Saoc	nama holding company saoc	1	loanbook
92	L92	C131	Nama Holding Company Saoc	NA	NA	UP214	Power Electronics Ltd.	241401	EUR	19126191	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP79	ultimate_parent	power	power	Power Electronics Ltd.	power electronics ltd.	1	loanbook
93	L93	C130	Nam Lum Hydroelectric	NA	NA	UP14	Allianz Capital Partners Gmbh	242329	EUR	19135449	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL16	direct_loantaker	power	power	Nam Lum Hydroelectric	nam lum hydroelectric	1	loanbook
93	L93	C130	Nam Lum Hydroelectric	NA	NA	UP14	Allianz Capital Partners Gmbh	242329	EUR	19135449	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP6	ultimate_parent	power	power	Allianz Capital Partners Gmbh	allianz capital partners gmbh	1	loanbook
94	L94	C129	Nam Long Power Co., Ltd.	NA	NA	UP31	Bhagawati Hydropower Development Company	269241	EUR	19403931	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL15	direct_loantaker	power	power	Nam Long Power Co., Ltd.	nam long power co., ltd.	1	loanbook
94	L94	C129	Nam Long Power Co., Ltd.	NA	NA	UP31	Bhagawati Hydropower Development Company	269241	EUR	19403931	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP12	ultimate_parent	power	power	Bhagawati Hydropower Development Company	bhagawati hydropower development company	1	loanbook
95	L95	C128	Nam Chien Hydropower Joint Stock Company	NA	NA	UP240	Sembcorp Utilities (Uk) Ltd	300793	EUR	19718703	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL14	direct_loantaker	power	power	Nam Chien Hydropower Joint Stock Company	nam chien hydropower joint stock company	1	loanbook
96	L96	C127	Nalsing Gad Hydropower Development Committee	NA	NA	UP277	Tolsa S.A.	182937	EUR	18542937	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL13	direct_loantaker	power	power	Nalsing Gad Hydropower Development Committee	nalsing gad hydropower development committee	1	loanbook
97	L97	C126	Nalini Properties Pvt. Ltd.	NA	NA	UP158	Kaytee Apex Pvt. Ltd.	311929	EUR	19829799	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL12	direct_loantaker	power	power	Nalini Properties Pvt. Ltd.	nalini properties pvt. ltd.	1	loanbook
97	L97	C126	Nalini Properties Pvt. Ltd.	NA	NA	UP158	Kaytee Apex Pvt. Ltd.	311929	EUR	19829799	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP61	ultimate_parent	power	power	Kaytee Apex Pvt. Ltd.	kaytee apex pvt. ltd.	1	loanbook
98	L98	C124	Nagreeka Foils Ltd	NA	NA	UP64	City Maebashi	272953	EUR	19440963	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL11	direct_loantaker	power	power	Nagreeka Foils Ltd	nagreeka foils ltd	1	loanbook
98	L98	C124	Nagreeka Foils Ltd	NA	NA	UP64	City Maebashi	272953	EUR	19440963	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP25	ultimate_parent	power	power	City Maebashi	city maebashi	1	loanbook
99	L99	C123	Nagpur Tools Pvt. Ltd.	NA	NA	UP44	Cattle Farm Ubbels	304505	EUR	19755735	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL10	direct_loantaker	power	power	Nagpur Tools Pvt. Ltd.	nagpur tools pvt. ltd.	1	loanbook
99	L99	C123	Nagpur Tools Pvt. Ltd.	NA	NA	UP44	Cattle Farm Ubbels	304505	EUR	19755735	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP21	ultimate_parent	power	power	Cattle Farm Ubbels	cattle farm ubbels	1	loanbook
100	L100	C122	Nagina Cotton Mills Ltd	NA	NA	UP37	Bombay Crimper	215417	EUR	18866967	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL9	direct_loantaker	power	power	Nagina Cotton Mills Ltd	nagina cotton mills ltd	1	loanbook
100	L100	C122	Nagina Cotton Mills Ltd	NA	NA	UP37	Bombay Crimper	215417	EUR	18866967	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP17	ultimate_parent	power	power	Bombay Crimper	bombay crimper	1	loanbook
101	L101	C45	Hakushin Kisen	NA	NA	UP22	Arriva Shipping As	321209	EUR	19922379	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	DL1	direct_loantaker	shipping	shipping	Hakushin Kisen	hakushin kisen	1	loanbook
101	L101	C45	Hakushin Kisen	NA	NA	UP22	Arriva Shipping As	321209	EUR	19922379	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	UP10	ultimate_parent	shipping	shipping	Arriva Shipping As	arriva shipping as	1	loanbook
102	L102	C46	Hakuyo Kisen Kk	NA	NA	UP153	Kalkan Denizcilik Petrol	276665	EUR	19477995	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	DL2	direct_loantaker	shipping	shipping	Hakuyo Kisen Kk	hakuyo kisen kk	1	loanbook
102	L102	C46	Hakuyo Kisen Kk	NA	NA	UP153	Kalkan Denizcilik Petrol	276665	EUR	19477995	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	UP59	ultimate_parent	shipping	shipping	Kalkan Denizcilik Petrol	kalkan denizcilik petrol	1	loanbook
103	L103	C47	Hakvoort Transport Shipping Bv	NA	NA	UP189	Mulya Bahari Perkasa	307289	EUR	19783509	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	DL3	direct_loantaker	shipping	shipping	Hakvoort Transport Shipping Bv	hakvoort transport shipping bv	1	loanbook
103	L103	C47	Hakvoort Transport Shipping Bv	NA	NA	UP189	Mulya Bahari Perkasa	307289	EUR	19783509	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	UP70	ultimate_parent	shipping	shipping	Mulya Bahari Perkasa	mulya bahari perkasa	1	loanbook
104	L104	C48	Hal Corporation Kk	NA	NA	UP271	Tanzania Govt	219129	EUR	18903999	EUR	"NACE"	Code	3011	Loan	No	NA	NA	NA	1	DL4	direct_loantaker	shipping	shipping	Hal Corporation Kk	hal corporation kk	1	loanbook
