rowid	id_loan	id_direct_loantaker	name_direct_loantaker	id_intermediate_parent_1	name_intermediate_parent_1	id_ultimate_parent	name_ultimate_parent	loan_size_outstanding	loan_size_outstanding_currency	loan_size_credit_limit	loan_size_credit_limit_currency	sector_classification_system	sector_classification_input_type	sector_classification_direct_loantaker	fi_type	flag_project_finance_loan	name_project	lei_direct_loantaker	isin_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
46	L153	C170	Shandong Kama	NA	NA	UP128	Huanghai Motors	258105	EUR	19292835	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL55	direct_loantaker	automotive	automotive	Shandong Kama	shandong kama	1	loanbook
46	L153	C170	Shandong Kama	NA	NA	UP128	Huanghai Motors	258105	EUR	19292835	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP32	ultimate_parent	automotive	automotive	Huanghai Motors	huanghai motors	1	loanbook
47	L154	C171	Shandong Tangjun Ouling	NA	NA	UP89	Electric Mobility Solutions	332345	EUR	20033475	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL56	direct_loantaker	automotive	automotive	Shandong Tangjun Ouling	shandong tangjun ouling	1	loanbook
47	L154	C171	Shandong Tangjun Ouling	NA	NA	UP89	Electric Mobility Solutions	332345	EUR	20033475	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP18	ultimate_parent	automotive	automotive	Electric Mobility Solutions	electric mobility solutions	1	loanbook
48	L155	C173	Shanghai Automotive Industry Corp	NA	NA	UP114	Guizhou Yunque	203353	EUR	18746613	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL58	direct_loantaker	automotive	automotive	Shanghai Automotive Industry Corp	shanghai automotive industry corp	1	loanbook
48	L155	C173	Shanghai Automotive Industry Corp	NA	NA	UP114	Guizhou Yunque	203353	EUR	18746613	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP26	ultimate_parent	automotive	automotive	Guizhou Yunque	guizhou yunque	1	loanbook
49	L156	C176	Shanxi Dayun	NA	NA	UP145	Jiangling Jingma	329561	EUR	20005701	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL59	direct_loantaker	automotive	automotive	Shanxi Dayun	shanxi dayun	1	loanbook
49	L156	C176	Shanxi Dayun	NA	NA	UP145	Jiangling Jingma	329561	EUR	20005701	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP38	ultimate_parent	automotive	automotive	Jiangling Jingma	jiangling jingma	1	loanbook
50	L157	C178	Shenyang Polarsun	NA	NA	UP309	Yulon	261817	EUR	19329867	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL60	direct_loantaker	automotive	automotive	Shenyang Polarsun	shenyang polarsun	1	loanbook
50	L157	C178	Shenyang Polarsun	NA	NA	UP309	Yulon	261817	EUR	19329867	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP98	ultimate_parent	automotive	automotive	Yulon	yulon	1	loanbook
51	L158	C180	Shuanghuan Auto	NA	NA	UP234	Santana	337913	EUR	20089023	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL61	direct_loantaker	automotive	automotive	Shuanghuan Auto	shuanghuan auto	1	loanbook
51	L158	C180	Shuanghuan Auto	NA	NA	UP234	Santana	337913	EUR	20089023	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP71	ultimate_parent	automotive	automotive	Santana	santana	1	loanbook
52	L159	C182	Sichuan Auto	NA	NA	UP202	Otokar	227481	EUR	18987321	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL62	direct_loantaker	automotive	automotive	Sichuan Auto	sichuan auto	1	loanbook
52	L159	C182	Sichuan Auto	NA	NA	UP202	Otokar	227481	EUR	18987321	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP61	ultimate_parent	automotive	automotive	Otokar	otokar	1	loanbook
53	L160	C184	Singulato	NA	NA	UP185	Morattab	334201	EUR	20051991	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL64	direct_loantaker	automotive	automotive	Singulato	singulato	1	loanbook
53	L160	C184	Singulato	NA	NA	UP185	Morattab	334201	EUR	20051991	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP58	ultimate_parent	automotive	automotive	Morattab	morattab	1	loanbook
54	L161	C185	Sinotruk	NA	NA	UP147	Jiangxi Huaxiang Fuqi	273881	EUR	19450221	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL65	direct_loantaker	automotive	automotive	Sinotruk	sinotruk	1	loanbook
54	L161	C185	Sinotruk	NA	NA	UP147	Jiangxi Huaxiang Fuqi	273881	EUR	19450221	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP40	ultimate_parent	automotive	automotive	Jiangxi Huaxiang Fuqi	jiangxi huaxiang fuqi	1	loanbook
55	L162	C188	South-East Automobile	NA	NA	UP230	San Yang Industry Co., Ltd.	338841	EUR	20098281	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL66	direct_loantaker	automotive	automotive	South-East Automobile	south-east automobile	1	loanbook
55	L162	C188	South-East Automobile	NA	NA	UP230	San Yang Industry Co., Ltd.	338841	EUR	20098281	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP69	ultimate_parent	automotive	automotive	San Yang Industry Co., Ltd.	san yang industry co., ltd.	1	loanbook
56	L163	C192	Streetscooter	NA	NA	UP305	Xiaopeng	245113	EUR	19163223	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL68	direct_loantaker	automotive	automotive	Streetscooter	streetscooter	1	loanbook
56	L163	C192	Streetscooter	NA	NA	UP305	Xiaopeng	245113	EUR	19163223	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP95	ultimate_parent	automotive	automotive	Xiaopeng	xiaopeng	1	loanbook
57	L164	C193	Subaru Corp	NA	NA	UP94	Faraday Future	335129	EUR	20061249	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL69	direct_loantaker	automotive	automotive	Subaru Corp	subaru corp	1	loanbook
57	L164	C193	Subaru Corp	NA	NA	UP94	Faraday Future	335129	EUR	20061249	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP19	ultimate_parent	automotive	automotive	Faraday Future	faraday future	1	loanbook
58	L165	C195	Sunwin Bus	NA	NA	UP79	Dongfeng-Luxgen	285945	EUR	19570575	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL70	direct_loantaker	automotive	automotive	Sunwin Bus	sunwin bus	1	loanbook
58	L165	C195	Sunwin Bus	NA	NA	UP79	Dongfeng-Luxgen	285945	EUR	19570575	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP17	ultimate_parent	automotive	automotive	Dongfeng-Luxgen	dongfeng-luxgen	1	loanbook
59	L166	C196	Suzuki Motor Corp	NA	NA	UP206	Perodua	339769	EUR	20107539	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL71	direct_loantaker	automotive	automotive	Suzuki Motor Corp	suzuki motor corp	1	loanbook
59	L166	C196	Suzuki Motor Corp	NA	NA	UP206	Perodua	339769	EUR	20107539	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP63	ultimate_parent	automotive	automotive	Perodua	perodua	1	loanbook
60	L167	C197	Tagaz/Doninvest	NA	NA	UP212	Pininfarina-Bollore	295225	EUR	19663155	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL72	direct_loantaker	automotive	automotive	Tagaz/Doninvest	tagaz/doninvest	1	loanbook
60	L167	C197	Tagaz/Doninvest	NA	NA	UP212	Pininfarina-Bollore	295225	EUR	19663155	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP65	ultimate_parent	automotive	automotive	Pininfarina-Bollore	pininfarina-bollore	1	loanbook
61	L168	C199	Tarpan	NA	NA	UP95	Faw Toyota	336985	EUR	20079765	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL73	direct_loantaker	automotive	automotive	Tarpan	tarpan	1	loanbook
62	L169	C201	Tata Group	NA	NA	UP227	Saic Gm Dongyue	324921	EUR	19959411	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL74	direct_loantaker	automotive	automotive	Tata Group	tata group	1	loanbook
62	L169	C201	Tata Group	NA	NA	UP227	Saic Gm Dongyue	324921	EUR	19959411	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP67	ultimate_parent	automotive	automotive	Saic Gm Dongyue	saic gm dongyue	1	loanbook
63	L170	C203	Tesla Inc	NA	NA	UP23	Aston Martin	341625	EUR	20126055	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL75	direct_loantaker	automotive	automotive	Tesla Inc	tesla inc	1	loanbook
63	L170	C203	Tesla Inc	NA	NA	UP23	Aston Martin	341625	EUR	20126055	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP4	ultimate_parent	automotive	automotive	Aston Martin	aston martin	1	loanbook
64	L171	C204	Tianjin Meiya	NA	NA	UP290	Vab Sipox	303577	EUR	19746477	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL76	direct_loantaker	automotive	automotive	Tianjin Meiya	tianjin meiya	1	loanbook
64	L171	C204	Tianjin Meiya	NA	NA	UP290	Vab Sipox	303577	EUR	19746477	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP88	ultimate_parent	automotive	automotive	Vab Sipox	vab sipox	1	loanbook
65	L172	C206	Tofas	NA	NA	UP171	Leeco	344409	EUR	20153829	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL77	direct_loantaker	automotive	automotive	Tofas	tofas	1	loanbook
66	L173	C207	Toyota Motor Corp	NA	NA	UP233	Sanjiang Renault	333273	EUR	20042733	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL78	direct_loantaker	automotive	automotive	Toyota Motor Corp	toyota motor corp	1	loanbook
66	L173	C207	Toyota Motor Corp	NA	NA	UP233	Sanjiang Renault	333273	EUR	20042733	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP70	ultimate_parent	automotive	automotive	Sanjiang Renault	sanjiang renault	1	loanbook
67	L174	C211	Tvr	NA	NA	UP53	Chehejia	342553	EUR	20135313	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL79	direct_loantaker	automotive	automotive	Tvr	tvr	1	loanbook
67	L174	C211	Tvr	NA	NA	UP53	Chehejia	342553	EUR	20135313	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP11	ultimate_parent	automotive	automotive	Chehejia	chehejia	1	loanbook
68	L175	C212	Uaz	NA	NA	UP303	Wuling	312857	EUR	19839057	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL80	direct_loantaker	automotive	automotive	Uaz	uaz	1	loanbook
68	L175	C212	Uaz	NA	NA	UP303	Wuling	312857	EUR	19839057	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP93	ultimate_parent	automotive	automotive	Wuling	wuling	1	loanbook
69	L176	C213	Vab Sipox	NA	NA	UP119	Hebei Yujie Vehicle Corporation	349049	EUR	20200119	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL81	direct_loantaker	automotive	automotive	Vab Sipox	vab sipox	1	loanbook
70	L177	C214	Vinfast	NA	NA	UP191	Naza Motor	270169	EUR	19413189	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL82	direct_loantaker	automotive	automotive	Vinfast	vinfast	1	loanbook
70	L177	C214	Vinfast	NA	NA	UP191	Naza Motor	270169	EUR	19413189	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP59	ultimate_parent	automotive	automotive	Naza Motor	naza motor	1	loanbook
71	L178	C215	Volkswagen Ag	NA	NA	UP144	Jianghuai-Vw	340697	EUR	20116797	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL83	direct_loantaker	automotive	automotive	Volkswagen Ag	volkswagen ag	1	loanbook
71	L178	C215	Volkswagen Ag	NA	NA	UP144	Jianghuai-Vw	340697	EUR	20116797	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP37	ultimate_parent	automotive	automotive	Jianghuai-Vw	jianghuai-vw	1	loanbook
72	L179	C216	Volvo Truck And Bus	NA	NA	UP258	South-East Automobile	402873	EUR	20737083	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP80	ultimate_parent	automotive	automotive	South-East Automobile	south-east automobile	1	loanbook
73	L180	C217	Weichai Power Co Ltd	NA	NA	UP25	Avtozaz	255321	EUR	19265061	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL85	direct_loantaker	automotive	automotive	Weichai Power Co Ltd	weichai power co ltd	1	loanbook
73	L180	C217	Weichai Power Co Ltd	NA	NA	UP25	Avtozaz	255321	EUR	19265061	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP6	ultimate_parent	automotive	automotive	Avtozaz	avtozaz	1	loanbook
74	L181	C218	Wheego	NA	NA	UP36	Bogdan	343481	EUR	20144571	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL86	direct_loantaker	automotive	automotive	Wheego	wheego	1	loanbook
74	L181	C218	Wheego	NA	NA	UP36	Bogdan	343481	EUR	20144571	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP7	ultimate_parent	automotive	automotive	Bogdan	bogdan	1	loanbook
75	L182	C219	Wm Motor	NA	NA	UP149	Jilin Tongtian	346265	EUR	20172345	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL87	direct_loantaker	automotive	automotive	Wm Motor	wm motor	1	loanbook
75	L182	C219	Wm Motor	NA	NA	UP149	Jilin Tongtian	346265	EUR	20172345	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP41	ultimate_parent	automotive	automotive	Jilin Tongtian	jilin tongtian	1	loanbook
76	L183	C221	Wuling	NA	NA	UP245	Shenyang Polarsun	316569	EUR	19876089	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL88	direct_loantaker	automotive	automotive	Wuling	wuling	1	loanbook
76	L183	C221	Wuling	NA	NA	UP245	Shenyang Polarsun	316569	EUR	19876089	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP76	ultimate_parent	automotive	automotive	Shenyang Polarsun	shenyang polarsun	1	loanbook
77	L184	C222	Xiamen Automotive Industry Corporation	NA	NA	UP176	Master	355545	EUR	20264925	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL89	direct_loantaker	automotive	automotive	Xiamen Automotive Industry Corporation	xiamen automotive industry corporation	1	loanbook
77	L184	C222	Xiamen Automotive Industry Corporation	NA	NA	UP176	Master	355545	EUR	20264925	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP52	ultimate_parent	automotive	automotive	Master	master	1	loanbook
78	L185	C223	Xiamen State-Owned Assets Investment Co., Ltd	NA	NA	UP136	Intrall Polska	351833	EUR	20227893	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL90	direct_loantaker	automotive	automotive	Xiamen State-Owned Assets Investment Co., Ltd	xiamen state-owned assets investment co., ltd	1	loanbook
78	L185	C223	Xiamen State-Owned Assets Investment Co., Ltd	NA	NA	UP136	Intrall Polska	351833	EUR	20227893	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP34	ultimate_parent	automotive	automotive	Intrall Polska	intrall polska	1	loanbook
79	L186	C224	Xiaopeng	NA	NA	UP182	Modiran	354617	EUR	20255667	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL91	direct_loantaker	automotive	automotive	Xiaopeng	xiaopeng	1	loanbook
79	L186	C224	Xiaopeng	NA	NA	UP182	Modiran	354617	EUR	20255667	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP56	ultimate_parent	automotive	automotive	Modiran	modiran	1	loanbook
80	L187	C225	Yangzhou Yaxing	NA	NA	UP294	Vinfast	328633	EUR	19996443	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL92	direct_loantaker	automotive	automotive	Yangzhou Yaxing	yangzhou yaxing	1	loanbook
80	L187	C225	Yangzhou Yaxing	NA	NA	UP294	Vinfast	328633	EUR	19996443	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP90	ultimate_parent	automotive	automotive	Vinfast	vinfast	1	loanbook
81	L188	C277	Youngman Lotus	NA	NA	UP317	Zil	369465	EUR	20403795	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL93	direct_loantaker	automotive	automotive	Youngman Lotus	youngman lotus	1	loanbook
81	L188	C277	Youngman Lotus	NA	NA	UP317	Zil	369465	EUR	20403795	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP104	ultimate_parent	automotive	automotive	Zil	zil	1	loanbook
82	L189	C279	Youxia	NA	NA	UP102	Gac Changfeng	363897	EUR	20348247	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL94	direct_loantaker	automotive	automotive	Youxia	youxia	1	loanbook
82	L189	C279	Youxia	NA	NA	UP102	Gac Changfeng	363897	EUR	20348247	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP23	ultimate_parent	automotive	automotive	Gac Changfeng	gac changfeng	1	loanbook
83	L190	C288	Yto Group	NA	NA	UP118	Hawtai	356473	EUR	20274183	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL95	direct_loantaker	automotive	automotive	Yto Group	yto group	1	loanbook
84	L191	C300	Yudo Auto	NA	NA	UP307	Youngman Lotus	360185	EUR	20311215	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL96	direct_loantaker	automotive	automotive	Yudo Auto	yudo auto	1	loanbook
84	L191	C300	Yudo Auto	NA	NA	UP307	Youngman Lotus	360185	EUR	20311215	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP96	ultimate_parent	automotive	automotive	Youngman Lotus	youngman lotus	1	loanbook
85	L192	C306	Yulon	NA	NA	UP146	Jiangsu Joylong	370393	EUR	20413053	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL97	direct_loantaker	automotive	automotive	Yulon	yulon	1	loanbook
85	L192	C306	Yulon	NA	NA	UP146	Jiangsu Joylong	370393	EUR	20413053	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP39	ultimate_parent	automotive	automotive	Jiangsu Joylong	jiangsu joylong	1	loanbook
86	L193	C310	Zamyad	NA	NA	UP80	Dongfeng Honda	368537	EUR	20394537	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL98	direct_loantaker	automotive	automotive	Zamyad	zamyad	1	loanbook
86	L193	C310	Zamyad	NA	NA	UP80	Dongfeng Honda	368537	EUR	20394537	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP16	ultimate_parent	automotive	automotive	Dongfeng Honda	dongfeng honda	1	loanbook
87	L194	C311	Zastava	NA	NA	UP274	Tianjin Meiya	362969	EUR	20338989	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL99	direct_loantaker	automotive	automotive	Zastava	zastava	1	loanbook
87	L194	C311	Zastava	NA	NA	UP274	Tianjin Meiya	362969	EUR	20338989	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP83	ultimate_parent	automotive	automotive	Tianjin Meiya	tianjin meiya	1	loanbook
88	L195	C313	Zhengzhou Yutong Bus Co Ltd	NA	NA	UP52	Ch Auto	389881	EUR	20607471	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL101	direct_loantaker	automotive	automotive	Zhengzhou Yutong Bus Co Ltd	zhengzhou yutong bus co ltd	1	loanbook
88	L195	C313	Zhengzhou Yutong Bus Co Ltd	NA	NA	UP52	Ch Auto	389881	EUR	20607471	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP10	ultimate_parent	automotive	automotive	Ch Auto	ch auto	1	loanbook
89	L196	C314	Zhongxing	NA	NA	UP250	Sinotruk	375033	EUR	20459343	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL102	direct_loantaker	automotive	automotive	Zhongxing	zhongxing	1	loanbook
89	L196	C314	Zhongxing	NA	NA	UP250	Sinotruk	375033	EUR	20459343	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP78	ultimate_parent	automotive	automotive	Sinotruk	sinotruk	1	loanbook
90	L197	C316	Zil	NA	NA	UP276	Tofas	402873	EUR	20737083	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL103	direct_loantaker	automotive	automotive	Zil	zil	1	loanbook
90	L197	C316	Zil	NA	NA	UP276	Tofas	402873	EUR	20737083	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP84	ultimate_parent	automotive	automotive	Tofas	tofas	1	loanbook
91	L198	C317	Ziyang Nanjun	NA	NA	UP58	Chtc Auto	373177	EUR	20440827	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL104	direct_loantaker	automotive	automotive	Ziyang Nanjun	ziyang nanjun	1	loanbook
91	L198	C317	Ziyang Nanjun	NA	NA	UP58	Chtc Auto	373177	EUR	20440827	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP13	ultimate_parent	automotive	automotive	Chtc Auto	chtc auto	1	loanbook
92	L199	C318	Zoox	NA	NA	UP304	Xiamen State-Owned Assets Investment Co., Ltd	393593	EUR	20644503	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL105	direct_loantaker	automotive	automotive	Zoox	zoox	1	loanbook
92	L199	C318	Zoox	NA	NA	UP304	Xiamen State-Owned Assets Investment Co., Ltd	393593	EUR	20644503	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	UP94	ultimate_parent	automotive	automotive	Xiamen State-Owned Assets Investment Co., Ltd	xiamen state-owned assets investment co., ltd	1	loanbook
93	L200	C319	Zotye Auto	NA	NA	UP181	Mitsubishi Fuso	377817	EUR	20487117	EUR	"NACE"	Code	291	Loan	No	NA	NA	NA	2	DL106	direct_loantaker	automotive	automotive	Zotye Auto	zotye auto	1	loanbook
94	L201	C104	Inner Mongolia Linxi Town Yiwande Industry	NA	NA	UP117	Hachinohe Cement	188505	EUR	18598485	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP27	ultimate_parent	cement	cement	Hachinohe Cement	hachinohe cement	1	loanbook
95	L202	C98	Henan Yanshi Cement Plant	NA	NA	UP260	Spenner Zement Gmbh	374105	EUR	20450085	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP81	ultimate_parent	cement	cement	Spenner Zement Gmbh	spenner zement gmbh	1	loanbook
96	L203	C119	Mai Son Cement	NA	NA	UP255	Sonatrach	406585	EUR	20774115	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	DL52	direct_loantaker	cement	cement	Mai Son Cement	mai son cement	1	loanbook
96	L203	C119	Mai Son Cement	NA	NA	UP255	Sonatrach	406585	EUR	20774115	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP79	ultimate_parent	cement	cement	Sonatrach	sonatrach	1	loanbook
97	L204	C183	Sichuan Wangcang Jinqi Cement Industrial	NA	NA	UP299	Wanyuan Baisha Cement Group	383385	EUR	20542665	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP91	ultimate_parent	cement	cement	Wanyuan Baisha Cement Group	wanrong cement	0.8188811188811189	loanbook
98	L205	C189	Sri Lanka Cement Corporation	NA	NA	UP289	Unknown Chinese	201497	EUR	18728097	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	DL67	direct_loantaker	cement	cement	Sri Lanka Cement Corporation	sri lanka cement corporation	1	loanbook
98	L205	C189	Sri Lanka Cement Corporation	NA	NA	UP289	Unknown Chinese	201497	EUR	18728097	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP87	ultimate_parent	cement	cement	Unknown Chinese	unknown chinese	1	loanbook
99	L206	C18	Cimentos Forte	NA	NA	UP159	Kehua Group	381529	EUR	20524149	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	DL2	direct_loantaker	cement	cement	Cimentos Forte	cimentos forte	1	loanbook
99	L206	C18	Cimentos Forte	NA	NA	UP159	Kehua Group	381529	EUR	20524149	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP44	ultimate_parent	cement	cement	Kehua Group	bua group	0.8194444444444444	loanbook
100	L207	C9	American Cement	NA	NA	UP301	Wietersdorfer & Peggauer	216345	EUR	18876225	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	DL1	direct_loantaker	cement	cement	American Cement	american cement	1	loanbook
100	L207	C9	American Cement	NA	NA	UP301	Wietersdorfer & Peggauer	216345	EUR	18876225	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP92	ultimate_parent	cement	cement	Wietersdorfer & Peggauer	wietersdorfer & peggauer	1	loanbook
101	L208	C108	Jiyuan Taihang Cement	NA	NA	UP236	Sardar Cement	395449	EUR	20663019	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP72	ultimate_parent	cement	cement	Sardar Cement	sardar cement	1	loanbook
102	L209	C172	Shangfeng Cement Group	NA	NA	UP184	Momtazan Kerman Cement Company	212633	EUR	18839193	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	DL57	direct_loantaker	cement	cement	Shangfeng Cement Group	shangfeng cement group	1	loanbook
103	L210	C95	Harbin Quanxing Cement	NA	NA	UP60	Cimento Nassau	384313	EUR	20551923	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP14	ultimate_parent	cement	cement	Cimento Nassau	cimento nassau	1	loanbook
104	L211	C96	Hebei Quzhai Cement Group	NA	NA	UP49	Cemex Nicaragua	268313	EUR	19394673	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP9	ultimate_parent	cement	cement	Cemex Nicaragua	cemex nicaragua	1	loanbook
106	L213	C102	Hubei Jinglan Group	NA	NA	UP133	Industriya-Plus	237689	EUR	19089159	EUR	"NACE"	Code	2351	Loan	No	NA	NA	NA	2	UP33	ultimate_parent	cement	cement	Industriya-Plus	industriya-plus	1	loanbook
